ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethod,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID
ocds-dgv273-seacev3-1244517,ocds-dgv273-seacev3-1244517-2026-09-18T10:22:46.766926-05:00,compiled,2026-09-18T10:22:46.766912-05:00,ocds-dgv273-seacev3-1244517,2026-09-18T10:22:46.766931-05:00,tender,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,Fondos Públicos,1244517,CP-ABR-135-2026-MDSM/CS-1-1,"CONTRATACION DE LOS SERVICIOS PARA LA EJECUCION DE LA ACTIVIDAD: ¿LIMPIEZA, DESCOLMATACION Y PROTECCION CON ROCA AL VOLTEO EN EL MARGEN DERECHO DEL RIO MOSNA  - SECTOR CUTAPAMPA DEL CENTRO POBLADO DE PICHIU SAN PEDRO EN EL DISTRITO DE SAN MARCOS ¿ HUARI ¿ ANCASH¿",PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-08-25T23:50:00-05:00,,Concurso Público Abreviado,services,services,69332.01,PEN,Soles,69332.01,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1246125,ocds-dgv273-seacev3-1246125-2026-09-18T10:22:46.721811-05:00,compiled,2026-09-18T10:22:46.721797-05:00,ocds-dgv273-seacev3-1246125,2026-09-18T10:22:46.721816-05:00,tender,PE-CONSUCODE-1723,MUNICIPALIDAD DISTRITAL DE CUYOCUYO,Fondos Públicos,1246125,SIE-SIE-2-2026-MDC/OC-2,ADQUISICION DE CEMENTO HIDRAULICO TIPO HS para el Proyecto ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EMP PU 601 CUYOCUYO ¿ PE 34H BAÑOS TERMALES HATUN PUTINA DEL DISTRITO DE CUYOCUYO DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,PE-CONSUCODE-1723,MUNICIPALIDAD DISTRITAL DE CUYOCUYO,2026-08-31T22:53:00-05:00,open,Subasta Inversa Electrónica,goods,goods,187200.0,PEN,Soles,187200.0,2026-08-31T00:00:00-05:00,2026-08-31T00:00:00-05:00,5,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EMP PU 601 CUYOCUYO - PE 34H BAÑOS TERMALES HATUN PUTINA DE   DISTRITO DE CUYOCUYO DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,2587271
ocds-dgv273-seacev3-1245738,ocds-dgv273-seacev3-1245738-2026-09-18T10:22:46.715219-05:00,compiled,2026-09-18T10:22:46.715205-05:00,ocds-dgv273-seacev3-1245738,2026-09-18T10:22:46.715224-05:00,tender,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,Fondos Públicos,1245738,SIE-SIE-19-2026-GRTC-1,"ADQUISICION DE VARILLAS DE ACERO, PARA EL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA CU-145 EN EL TRAMO: TRAYECTORIA EMP.PE-28 F (CHINCHERO) ¿ PIURAY ¿ QUISPIHUARA ¿ SENCCA, R81356 EN EL TRAMO: EMP.CU ¿ 145 ¿ EMPR. PRE-28 F DISTRITOS DE CUSCO, CH",PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,2026-08-28T19:59:00-05:00,open,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-08-28T00:00:00-05:00,2026-08-28T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA CU ¿ 145 EN EL TRAMO: TRAYECTORIA EMP. PE-28 F (CHINCHERO) ¿ PIURAY ¿ QUISPIHUARA - SENCCA , R81356 EN EL TRAMO: EMP. CU ¿ 145 ¿ EMP. PE-28 F   DISTRITOS DE CUSCO, CHINCHERO DE LAS PROVINCIAS DE CUSCO, URUBAMBA DEL DEPARTAMENTO DE CUSCO",2636607
ocds-dgv273-seacev3-1245382,ocds-dgv273-seacev3-1245382-2026-09-18T10:22:46.708295-05:00,compiled,2026-09-18T10:22:46.708280-05:00,ocds-dgv273-seacev3-1245382,2026-09-18T10:22:46.708300-05:00,tender,PE-CONSUCODE-1219,MUNICIPALIDAD DISTRITAL DE CHARAT,Fondos Públicos,1245382,SIE-SIE-1-2026-MDCH/OC-1,"ADQUISICIÓN DE SUMINISTRO DE 2100 GALONES DE DIESEL B5 -S 50 Y 500 GALONES DE GASOHOL REGULAR PARA LOS VEHÍCULOS DE LA MUNICIPALIDAD DISTRITAL DE CHARAT, PERIODO FISCAL 2026",PE-CONSUCODE-1219,MUNICIPALIDAD DISTRITAL DE CHARAT,2026-08-28T14:36:00-05:00,open,Subasta Inversa Electrónica,goods,goods,65850.0,PEN,Soles,65850.0,2026-08-28T00:00:00-05:00,2026-08-28T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1241828,ocds-dgv273-seacev3-1241828-2026-09-18T10:22:46.670281-05:00,compiled,2026-09-18T10:22:46.670267-05:00,ocds-dgv273-seacev3-1241828,2026-09-18T10:22:46.670286-05:00,tender,PE-CONSUCODE-10424,GOBIERNO REGIONAL DE AREQUIPA-HOSPITAL REGIONAL HONORIO DELGADO,Fondos Públicos,1241828,LP-ABR-21-2026-HRHD-1,ADQUISICIÓN DE PROTESIS TOTAL DE CADERA NO CEMENTADA CON INSERTO ALTO ENTRECRUZADO Y CABEZA FEMORAL DE CERAMICA,PE-CONSUCODE-10424,GOBIERNO REGIONAL DE AREQUIPA-HOSPITAL REGIONAL HONORIO DELGADO,2026-08-17T11:43:00-05:00,,Licitación Pública Abreviada,goods,goods,62000.0,PEN,Soles,62000.0,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-18T00:01:00-05:00,2026-08-20T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1244197,ocds-dgv273-seacev3-1244197-2026-09-18T10:22:46.642202-05:00,compiled,2026-09-18T10:22:46.642187-05:00,ocds-dgv273-seacev3-1244197,2026-09-18T10:22:46.642207-05:00,tender,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,Fondos Públicos,1244197,CP-ABR-142-2026-MDSM/CS-1,CONTRATACIÓN DEL SERVICIO DE EJECUCIÓN DE LA FICHA TÉCNICA DE LA ACTIVIDAD MANTENIMIENTO DEL COMPLEJO  DEPORTIVO DEL CENTRO POBLADO DE CHALLHUAYACO  DEL DISTRITO DE SAN MARCOS  PROVINCIA  DE HUARI DEPARTAMENTO DE ANCASH.,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-08-25T12:34:00-05:00,,Concurso Público Abreviado,services,services,452881.45,PEN,Soles,452881.45,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,10,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1243114,ocds-dgv273-seacev3-1243114-2026-09-18T10:22:46.628124-05:00,compiled,2026-09-18T10:22:46.628109-05:00,ocds-dgv273-seacev3-1243114,2026-09-18T10:22:46.628129-05:00,tender,PE-CONSUCODE-10215,HOSPITAL NACIONAL DOS DE MAYO,Fondos Públicos,1243114,DIRECTA-DIRECTA-16-2026-HNDM-1,SUMINISTRO DE NUTRIENTE PARA PACIENTE HEMODIALIZADO,PE-CONSUCODE-10215,HOSPITAL NACIONAL DOS DE MAYO,2026-08-20T15:18:00-05:00,direct,Contratación Directa,goods,goods,168000.0,PEN,Soles,168000.0,,,1,False,2026-08,añoPublicacionProceso;mesPublicacionProceso,168000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1244269,ocds-dgv273-seacev3-1244269-2026-09-18T10:22:46.591008-05:00,compiled,2026-09-18T10:22:46.590992-05:00,ocds-dgv273-seacev3-1244269,2026-09-18T10:22:46.591013-05:00,tender,PE-CONSUCODE-663,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO,Fondos Públicos,1244269,LP-ABR-2-2026-MDST/OC-1,"ADQUISICION DE BIENES PARA COBERTURA METALICA - EJECUCION DE OBRA: ¿CREACION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN UN II.EE. PRIMARIA EN EL CENTRO POBLADO VISTA FLORIDA DEL DISTRITO DE SANTO TOMAS, PROVINCIA DE CUTERVO, DEPARTAMENTO DE CAJAMARCA¿ CON CUI N°2713811",PE-CONSUCODE-663,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO,2026-08-25T15:07:00-05:00,,Licitación Pública Abreviada,goods,goods,198645.35,PEN,Soles,198645.35,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,11,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,198645.35,PEN,Soles,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN UN II.EE. PRIMARIA EN EL CENTRO POBLADO VISTA FLORIDA, DISTRITO DE SANTO TOMAS, PROVINCIA CUTERVO, DEPARTAMENTO CAJAMARCA",2713811
ocds-dgv273-seacev3-1241252,ocds-dgv273-seacev3-1241252-2026-09-18T10:22:46.576733-05:00,compiled,2026-09-18T10:22:46.576719-05:00,ocds-dgv273-seacev3-1241252,2026-09-18T10:22:46.576738-05:00,tender,PE-CONSUCODE-1178,MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,Fondos Públicos,1241252,CP-ABR-2-2026-MDSBC/CS-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA OBRA: ¿REMODELACIÓN DE CENTRO DE CONTROL Y MONITOREO; ADQUISICION DE SISTEMA DE SEGURIDAD Y VIGILANCIA Y EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; EN EL(LA) SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE SANTA BARBARA DE CARHUCAYAN, PROVI",PE-CONSUCODE-1178,MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,2026-08-13T20:35:00-05:00,,Concurso Público Abreviado,services,services,90744.85,PEN,Soles,90744.85,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,8,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,"REMODELACION DE CENTRO DE CONTROL Y MONITOREO ; ADQUISICION DE SISTEMA DE SEGURIDAD Y VIGILANCIA Y EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; EN EL(LA) SERVICIO DE SEGURIDAD CIUDADANA DEL  DISTRITO DE SANTA BARBARA DE CARHUACAYAN, PROVINCIA YAULI, DEPARTAMENTO JUNIN",2618715
ocds-dgv273-seacev3-1242802,ocds-dgv273-seacev3-1242802-2026-09-18T10:22:46.543334-05:00,compiled,2026-09-18T10:22:46.543321-05:00,ocds-dgv273-seacev3-1242802,2026-09-18T10:22:46.543340-05:00,tender,PE-CONSUCODE-1162,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,Fondos Públicos,1242802,LP-ABR-25-2026-CS/MDRT-1,"ADQUISICION DE VARAS YEMERAS Y SEMILLAS (YEMAS) PARA EL PROYECTO: ""MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN PRODUCCION DE PLANTONES FRUTICOLAS Y AGROFORESTALES EN LAS COMUNIDADES EN LA CUENCA DEL TAMBO, DISTRITO DE RIO TAMBO, DEL DEPARTAMENTO DE JUNIN CON CUI N02625488",PE-CONSUCODE-1162,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,2026-08-19T19:08:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-19T00:00:00-05:00,2026-08-19T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-20T00:01:00-05:00,2026-08-25T23:59:00-05:00,5,"MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN PRODUCCION DE PLANTONES FRUTICOLAS Y AGROFORESTALES EN LAS COMUNIDADES DE LA CUENCA DEL TAMBO, DISTRITO DE RIO TAMBO - PROVINCIA DE SATIPO - DEPARTAMENTO DE JUNIN",2625488
ocds-dgv273-seacev3-1240860,ocds-dgv273-seacev3-1240860-2026-09-18T10:22:46.536076-05:00,compiled,2026-09-18T10:22:46.536063-05:00,ocds-dgv273-seacev3-1240860,2026-09-18T10:22:46.536081-05:00,tender,PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,Fondos Públicos,1240860,LP-ABR-12-2026-OC-MPMN-2,"""ADQUISICION DE MAQUINA VOLTEADORA COMPOST"" PARA EL PLAN DE NEGOCIO: ""MEJORAMIENTO DE LA PRODUCCION DE 19 HECTAREAS DE CULTIVO DE OREGANO CON TRANSFERENCIAS TECNOLOGICAS EN MANEJO ECOLOGICO DE LA COOPERATIVA AGRARIA SAN JUAN TORATA, DISTRITO DE TORATA, PROVINCIA MARISCAL NIETO, REGION MOQUEGUA""",PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,2026-08-12T17:13:00-05:00,,Licitación Pública Abreviada,goods,goods,82800.0,PEN,Soles,82800.0,2026-08-12T00:00:00-05:00,2026-08-12T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-13T00:01:00-05:00,2026-08-17T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1244956,ocds-dgv273-seacev3-1244956-2026-09-18T10:22:46.499746-05:00,compiled,2026-09-18T10:22:46.499733-05:00,ocds-dgv273-seacev3-1244956,2026-09-18T10:22:46.499752-05:00,tender,PE-CONSUCODE-872,MUNICIPALIDAD DISTRITAL DE VILCA,Fondos Públicos,1244956,LP-ABR-3-2026-MDV-C-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""CREACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN COMPLEJO DEPORTIVO DE CENTRO POBLADO BUENOS AIRES DISTRITO DE VILCA DE LA PROVINCIA DE HUANCAVELICA DEL DEPARTAMENTO DE HUANCAVELICA"", CON CUI N° 2667482",PE-CONSUCODE-872,MUNICIPALIDAD DISTRITAL DE VILCA,2026-08-26T19:43:00-05:00,,Licitación Pública Abreviada,works,works,1038202.52,PEN,Soles,1038202.52,2026-08-26T00:00:00-05:00,2026-08-26T00:00:00-05:00,5,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-27T00:01:00-05:00,2026-09-01T23:59:00-05:00,5,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN COMPLEJO DEPORTIVO  DE CENTRO POBLADO BUENOS AIRES DISTRITO DE VILCA DE LA PROVINCIA DE HUANCAVELICA DEL DEPARTAMENTO DE HUANCAVELICA,2667482
ocds-dgv273-seacev3-1240959,ocds-dgv273-seacev3-1240959-2026-09-18T10:22:46.484851-05:00,compiled,2026-09-18T10:22:46.484838-05:00,ocds-dgv273-seacev3-1240959,2026-09-18T10:22:46.484856-05:00,tender,PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,Fondos Públicos,1240959,LP-SM-11-2026-MPA-1,"CONTRATACIÓN DE EJECUCIÓN DE OBRA BAJO LA MODALIDAD DE DISEÑO Y CONSTRUCCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. LOS INCAS DEL DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2732937",PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,2026-08-13T17:24:00-05:00,open,Licitación Pública,works,works,60588042.77,PEN,Soles,60588042.77,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,14,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-24T23:59:00-05:00,10,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN AV. LOS INCAS   DISTRITO DE AREQUIPA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,2732937
ocds-dgv273-seacev3-1245532,ocds-dgv273-seacev3-1245532-2026-09-18T10:22:46.456898-05:00,compiled,2026-09-18T10:22:46.456885-05:00,ocds-dgv273-seacev3-1245532,2026-09-18T10:22:46.456903-05:00,tender,PE-CONSUCODE-317,MUNICIPALIDAD PROVINCIAL DE ABANCAY,Fondos Públicos,1245532,LP-ABR-15-2026-MPA-1,"ADQUISICION DE PIEDRA BASALTO, (PUESTO EN OBRA) PARA LA EJECUCIÓN DE LOS TRABAJOS DE LA OBRA Y CUMPLIR CON LAS PARTIDAS PROGRAMADAS SEGÚN EL EXPEDIENTE TÉCNICO DE LA OBRA ""MEJORAMIENTO DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN PLAZA DE ARMAS DEL DISTRITO DE ABANCAY DE LA PROVINCIA DE ABANCAY DEL",PE-CONSUCODE-317,MUNICIPALIDAD PROVINCIAL DE ABANCAY,2026-08-31T10:47:00-05:00,,Licitación Pública Abreviada,goods,goods,351810.0,PEN,Soles,351810.0,2026-08-31T00:00:00-05:00,2026-08-31T00:00:00-05:00,8,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-09-01T00:01:00-05:00,2026-09-03T23:59:00-05:00,2,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PLAZA DE ARMAS DEL   DISTRITO DE ABANCAY DE LA PROVINCIA DE ABANCAY DEL DEPARTAMENTO DE APURIMAC,2631416
ocds-dgv273-seacev3-1242095,ocds-dgv273-seacev3-1242095-2026-09-18T10:22:46.449965-05:00,compiled,2026-09-18T10:22:46.449951-05:00,ocds-dgv273-seacev3-1242095,2026-09-18T10:22:46.449970-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,1242095,LP-SM-37-2026-GR PUNO/OC-1,"ADQUISICIÓN DE MEZCLA ASFALTICA EN CALIENTE, INCLUYE PREPARACIÓN, TRANSPORTE, COLOCACIÓN Y COMPACTACIÓN A TODO COSTO, SEGÚN ESPECIFICACIONES TÉCNICAS PARA LA OBRA: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA CARRETERA PU-139 (HDA. POTONI) ¿ SAN JOSÉ ¿ COLLANA ¿ EMP. PU-111 ¿",PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08-17T21:37:00-05:00,open,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-18T00:01:00-05:00,2026-08-27T23:59:00-05:00,9,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA CARRETERA  PU-139 (HDA. POTONI) ¿ SAN JOSÉ , ¿ COLLANA ¿ EMP. PU-111 ¿ PUENTE YARAJA (AZANGARO)   DISTRITOS DE POTONI, SAN JOSE DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO",2585540
ocds-dgv273-seacev3-1244455,ocds-dgv273-seacev3-1244455-2026-09-18T10:22:46.377390-05:00,compiled,2026-09-18T10:22:46.377377-05:00,ocds-dgv273-seacev3-1244455,2026-09-18T10:22:46.377396-05:00,tender,PE-CONSUCODE-1731,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,Fondos Públicos,1244455,SIE-SIE-50-2026-MPSR-J-1,ADQUISICIÓN DE DIESEL B5 S50 PARA EL IOARR RENOVACIÓN DE CALZADA O PISTA; EN EL(LA) JR. TUMBES JR. APURIMAC JR. RAMON CASTILLA (TRAMO AV.CIRCUNVALACION-JR.SAN MARTIN) JR.AYAVIRI (TRAMO JR. LIBERTAD-JR. BENIGNO BALLON) JR.RAUL PORRAS BARRENECHEA (TRAMO MICAELA BASTIDAS-JR.AYAVIRI) JR.BENIGNO BALLON (,PE-CONSUCODE-1731,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,2026-08-25T19:25:00-05:00,open,Subasta Inversa Electrónica,goods,goods,855270.0,PEN,Soles,855270.0,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,"RENOVACION DE CALZADA O PISTA; EN EL(LA) JR. TUMBES JR. APURIMAC JR. RAMON CASTILLA (TRAMO AV.CIRCUNVALACION-JR.SAN MARTIN) JR.AYAVIRI (TRAMO JR. LIBERTAD-JR. BENIGNO BALLON) JR.RAUL PORRAS BARRENECHEA (TRAMO MICAELA BASTIDAS-JR.AYAVIRI) JR.BENIGNO BALLON (TRAMO JR.RAUL PORRAS-JR AYAVIRI)  DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",2724574
ocds-dgv273-seacev3-1242619,ocds-dgv273-seacev3-1242619-2026-09-18T10:22:46.370753-05:00,compiled,2026-09-18T10:22:46.370740-05:00,ocds-dgv273-seacev3-1242619,2026-09-18T10:22:46.370759-05:00,tender,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,Fondos Públicos,1242619,CP CON-SM-15-2026-GRJ-1,"SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE EJECUCIÓN DE OBRA: ""MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN PUENTE KIMIRI DISTRITO DE CHANCHAMAYO DE LA PROVINCIA DE CHANCHAMAYO DEL DEPARTAMENTO DE JUNIN"" con CUI N° 2596978",PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,2026-08-21T18:51:00-05:00,,Concurso Público para Consultoría,services,services,917030.18,PEN,Soles,917030.18,2026-08-21T00:00:00-05:00,2026-08-21T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-22T00:01:00-05:00,2026-09-02T23:59:00-05:00,11,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN PUENTE KIMIRI   DISTRITO DE CHANCHAMAYO DE LA PROVINCIA DE CHANCHAMAYO DEL DEPARTAMENTO DE JUNIN,2596978
ocds-dgv273-seacev3-1245210,ocds-dgv273-seacev3-1245210-2026-09-18T10:22:46.340594-05:00,compiled,2026-09-18T10:22:46.340581-05:00,ocds-dgv273-seacev3-1245210,2026-09-18T10:22:46.340600-05:00,tender,PE-CONSUCODE-1645,MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,Fondos Públicos,1245210,LP-ABR-4-2026-MDCNV-COMITÉ-1,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN CALLE SAN PABLO, ENTRE LA CALLE SAN RAMON E ICA, CALLE 16 DE AGOSTO ENTRE LA CALLE JOSE OLAYA Y LA VIA HACIA SANTA CLARA, JR, LOS ANGELES ENTRE CALLE SAN MARTIN Y LA VIA HACIA SANTA CLARA, PSJE JOSE DISTRITO DE CRISTO NOS VALGA- SECHURA-PIURA",PE-CONSUCODE-1645,MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,2026-08-27T22:14:00-05:00,,Licitación Pública Abreviada,works,works,1408424.21,PEN,Soles,1408424.21,2026-08-27T00:00:00-05:00,2026-08-27T00:00:00-05:00,22,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-28T00:01:00-05:00,2026-09-01T23:59:00-05:00,4,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN CALLE SAN PABLO, ENTRE LA CALLE SAN RAMON E ICA, CALLE 16 DE AGOSTO ENTRE LA CALLE JOSE OLAYA Y LA VIA HACIA SANTA CLARA, JR, LOS ANGELES ENTRE CALLE SAN MARTIN Y LA VIA HACIA SANTA CLARA, PSJE JOSE   DISTRITO DE CRISTO NOS VALGA DE LA PROVINCIA DE SECHURA DEL DEPARTAMENTO DE PIURA",2608135
