ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1244489,ocds-dgv273-seacev3-1244489-2026-08-30T10:02:39.796844-05:00,compiled,2026-08-30T10:02:39.796831-05:00,ocds-dgv273-seacev3-1244489,2026-08-30T10:02:39.796850-05:00,tender,PE-CONSUCODE-1014,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,Fondos Públicos,,,1244489,RES-PROC-2-2026-MPY/CE-1,ARROZ SUPERIOR,PE-CONSUCODE-1014,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,2026-08-25T20:22:00-05:00,Regímen Especial,goods,goods,111600.0,PEN,Soles,111600.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-08-25T08:30:00-05:00,2026-08-25T17:30:00-05:00,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,111600.0,PEN,Soles,1
ocds-dgv273-seacev3-1239880,ocds-dgv273-seacev3-1239880-2026-08-30T10:02:39.764096-05:00,compiled,2026-08-30T10:02:39.764083-05:00,ocds-dgv273-seacev3-1239880,2026-08-30T10:02:39.764101-05:00,tender,PE-CONSUCODE-204673,MINISTERIO PUBLICO - CARPETA FISCAL ELECTRONICA,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE JUSTICIA A TRAVÉS DE LA IMPLEMENTACION DE LA CARPETA FISCAL ELECTRÓNICA A NIVEL NACIONAL  DISTRITO DE - TODOS - - PROVINCIA DE - TODOS - - DEPARTAMENTO DE -MUL.DEP-,2457517,1239880,CONV-PROC-48-2026-UE 011-1,Analista de Calidad 1,PE-CONSUCODE-204673,MINISTERIO PUBLICO - CARPETA FISCAL ELECTRONICA,2026-08-10T12:29:00-05:00,Convenio,services,services,55000.0,PEN,Soles,55000.0,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,55000.0,PEN,Soles,8
ocds-dgv273-seacev3-1237584,ocds-dgv273-seacev3-1237584-2026-08-30T10:02:39.590393-05:00,compiled,2026-08-30T10:02:39.590380-05:00,ocds-dgv273-seacev3-1237584,2026-08-30T10:02:39.590398-05:00,tender,PE-CONSUCODE-628,MUNICIPALIDAD DISTRITAL DE CACHACHI,Fondos Públicos,,,1237584,COMPRE-COMPRE-1-2026-MDC/OC-1,ADQUISICIÓN DE REPUESTOS DE LA EXCAVADORA 320J PARA LA ACTIVIDAD: MANTENIMIENTO CORRECTIVO DE MAQUINARIA PESADA DE LA MUNICIPALIDAD DEL DISTRITAL DE CACHACHI DE LA PROVINCIA DE LA CAJABAMBA DEL DEPARTAMENTO DE CAJAMARCA,PE-CONSUCODE-628,MUNICIPALIDAD DISTRITAL DE CACHACHI,2026-07-31T12:33:00-05:00,Comparación de Precios,goods,goods,97522.28,PEN,Soles,97522.28,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,97552.28,PEN,Soles,4
ocds-dgv273-seacev3-1233873,ocds-dgv273-seacev3-1233873-2026-08-30T10:02:39.438201-05:00,compiled,2026-08-30T10:02:39.438188-05:00,ocds-dgv273-seacev3-1233873,2026-08-30T10:02:39.438207-05:00,tender,PE-CONSUCODE-1173,MUNICIPALIDAD DISTRITAL DE CHACAPALPA,Fondos Públicos,AMPLIACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO MUNICIPAL  DE CENTRO POBLADO CHACAPALPA DISTRITO DE CHACAPALPA DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNIN,2614371,1233873,LP-ABR-1-2026-MDCH/C-1,CONTRATACIÓN DE EJECUCIÓN DE OBRA: ¿AMPLIACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO MUNICIPAL DE CENTRO POBLADO CHACAPALPA DISTRITO DE CHACAPALPA DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNÍN¿ CON CUI N° 2614371,PE-CONSUCODE-1173,MUNICIPALIDAD DISTRITAL DE CHACAPALPA,2026-07-14T19:58:00-05:00,Licitación Pública Abreviada,works,works,4146757.29,PEN,Soles,4146757.29,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,2026-07-15T00:01:00-05:00,2026-07-17T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,4146757.29,PEN,Soles,3
ocds-dgv273-seacev3-1234293,ocds-dgv273-seacev3-1234293-2026-08-30T10:02:39.349192-05:00,compiled,2026-08-30T10:02:39.349179-05:00,ocds-dgv273-seacev3-1234293,2026-08-30T10:02:39.349197-05:00,tender,PE-CONSUCODE-1992,DIRECCION NACIONAL DE INTELIGENCIA - DINI,Fondos Públicos,,,1234293,CP-ABR-2-2026-DINI-1,CONTRATACIÓN DEL SEGURO VIDA LEY PARA LOS TRABAJADORES DE LA DINI,PE-CONSUCODE-1992,DIRECCION NACIONAL DE INTELIGENCIA - DINI,2026-07-06T16:59:00-05:00,Concurso Público Abreviado,services,services,108387.08,PEN,Soles,108387.08,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,2026-07-07T00:01:00-05:00,2026-07-10T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,758712.0800000001,PEN,Soles,4
ocds-dgv273-seacev3-2026-200207-1,ocds-dgv273-seacev3-2026-200207-1-2026-08-30T10:02:39.154156-05:00,compiled,2026-08-30T10:02:39.154143-05:00,ocds-dgv273-seacev3-2026-200207-1,2026-08-30T10:02:39.154161-05:00,tender,PE-CONSUCODE-200207,UNIDAD EJECUTORA 002 INICTEL-UNI,Fondos Públicos,,,1235346,LP-ABR-1-2026-INICTEL-UNI-1,ADQUISICION DE UNIFORME  PARA PERSONAL ADMINISTRATIVO,PE-CONSUCODE-200207,UNIDAD EJECUTORA 002 INICTEL-UNI,2026-07-20T15:55:00-05:00,Licitación Pública Abreviada,goods,goods,88811.5,PEN,Soles,88811.5,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,88812.0,PEN,Soles,14
ocds-dgv273-seacev3-1235220,ocds-dgv273-seacev3-1235220-2026-08-30T10:02:39.139322-05:00,compiled,2026-08-30T10:02:39.139310-05:00,ocds-dgv273-seacev3-1235220,2026-08-30T10:02:39.139327-05:00,tender,PE-CONSUCODE-479,MUNICIPALIDAD DISTRITAL DE YANQUE,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. SAINT ERBLON PERU - FRANCIA   DISTRITO DE YANQUE DE LA PROVINCIA DE CAYLLOMA DEL DEPARTAMENTO DE AREQUIPA,2662444,1235220,CP-ABR-1-2026-MDY-1,SUPERVISIÓN DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. SAINT ERBLON PERÚ - FRANCIA DISTRITO DE YANQUE DE LA PROVINCIA DE CAYLLOMA DEL DEPARTAMENTO DE AREQUIPA¿ CON CUI N° 2662444,PE-CONSUCODE-479,MUNICIPALIDAD DISTRITAL DE YANQUE,2026-07-20T07:01:00-05:00,Concurso Público Abreviado,services,services,138709.0,PEN,Soles,138709.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,18
ocds-dgv273-seacev3-1235420,ocds-dgv273-seacev3-1235420-2026-08-30T10:02:38.952871-05:00,compiled,2026-08-30T10:02:38.952857-05:00,ocds-dgv273-seacev3-1235420,2026-08-30T10:02:38.952876-05:00,tender,PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,Fondos Públicos,,,1235420,CP-ABR-18-2026-GR.LAMB/CS-2,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL ESTUDIO DE PREINVERSIÓN DEL PROYECTO:  ""MEJORAMIENTO Y AMPLIACIÓN DE LA RED DE SERVICIO(S) DE AGUA POTABLE RURAL Y DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN 6 SISTEMAS DE AGUA POTABLE-CI 435452",PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,2026-07-20T16:44:00-05:00,Concurso Público Abreviado,services,services,158449.49,PEN,Soles,158449.49,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,23
ocds-dgv273-seacev3-1236573,ocds-dgv273-seacev3-1236573-2026-08-30T10:02:38.873836-05:00,compiled,2026-08-30T10:02:38.873824-05:00,ocds-dgv273-seacev3-1236573,2026-08-30T10:02:38.873842-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1236573,COMPRE-COMPRE-6-2026-EP/UO 0870-1,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO A TODO COSTO DE LA INFRAESTRUCTURA METÁLICA DE LAS INSTALACIONES DE LA CIA INTG N° 114 DEL CE VRAEM,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-07-22T22:30:00-05:00,Comparación de Precios,services,services,77000.0,PEN,Soles,77000.0,2026-07-22T00:00:00-05:00,2026-07-22T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,154000.0,PEN,Soles,3
ocds-dgv273-seacev3-2026-1493-16,ocds-dgv273-seacev3-2026-1493-16-2026-08-30T10:02:38.860167-05:00,compiled,2026-08-30T10:02:38.860154-05:00,ocds-dgv273-seacev3-2026-1493-16,2026-08-30T10:02:38.860173-05:00,tender,PE-CONSUCODE-1493,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 62210   DISTRITO DE CAHUAPANAS DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO,2677845,1233067,LP-ABR-11-2026-MDC/CS-1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 62210 DISTRITO DE CAHUAPANAS DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO CON CUI Nº  2677845,PE-CONSUCODE-1493,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,2026-07-14T17:50:00-05:00,Licitación Pública Abreviada,works,works,2295249.64,PEN,Soles,2295249.64,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,2026-07-15T00:01:00-05:00,2026-07-17T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1230439,ocds-dgv273-seacev3-1230439-2026-08-30T10:02:38.718655-05:00,compiled,2026-08-30T10:02:38.718643-05:00,ocds-dgv273-seacev3-1230439,2026-08-30T10:02:38.718661-05:00,tender,PE-CONSUCODE-1977,"INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU",Fondos Públicos,"REPARACION DE TORRE METALICA PARA COMUNICACIONES; EN EL(LA) SIST DE RADIODIFUSIÓN TELEVISIVO Y SONORO DEL IRTP: 1 TORRE EN PUEBLO NUEVO-CHINCHA-ICA, 1 TORRE EN SALAS-ICA-ICA, 1 TORRE EN ALTO DE LA ALIANZA-TACNA-TACNA, 1 TORRE EN CAYMA-AREQUIPA-AREQUIPA, 1 TORRE EN CAMANÁ-CAMANÁ-AREQUIPA, 1 TORRE EN EL  DISTRITO DE NASCA, PROVINCIA NASCA, DEPARTAMENTO ICA",2670414,1230439,CP-ABR-6-2026-IRTP-1,"SERVICIO DE REPARACIÓN DE TORRE METÁLICA PARA COMUNICACIONES; EN EL(LA) SISTEMA DE RADIODIFUSIÓN TELEVISIVO Y SONORO DEL IRTP: 1 TORRE EN ALTO DE LA ALIANZA-TACNA-TACNA, 1 TORRE EN CAYMA-AREQUIPA-AREQUIPA, 1 TORRE EN CAMANA-CAMANA-AREQUIPA, 1 TORRE EN EL DISTRITO DE NAZCA-NAZCA- ICA, 1 TORRE EN SALA",PE-CONSUCODE-1977,"INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU",2026-07-24T16:13:00-05:00,Concurso Público Abreviado,services,services,418864.39,PEN,Soles,418864.39,2026-07-24T00:00:00-05:00,2026-07-24T00:00:00-05:00,2026-07-25T00:01:00-05:00,2026-08-03T23:59:00-05:00,9,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,14
ocds-dgv273-seacev3-1233343,ocds-dgv273-seacev3-1233343-2026-08-30T10:02:38.632485-05:00,compiled,2026-08-30T10:02:38.632472-05:00,ocds-dgv273-seacev3-1233343,2026-08-30T10:02:38.632490-05:00,tender,PE-CONSUCODE-1490,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,Fondos Públicos,"REPARACION DE SISTEMA DE PRETRATAMIENTO; EN EL(LA) BOTADERO DE RESIDUOS SOLIDOS EN EL CENTRO POBLADO YURIMAGUAS, DISTRITO DE YURIMAGUAS, PROVINCIA ALTO AMAZONAS, DEPARTAMENTO LORETO",2717694,1233343,CP-ABR-9-2026-MPAA/C-1,"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE VOLQUETE DE 15M3 PARA EL TRANSPORTE DE TIERRA DE RELLENO PARA LA COBERTURA DE RESIDUOS SÓLIDOS COMO PARTE DEL PROYECTO (IOARR) DENOMINADO ¿REPARACIÓN DE SISTEMA DE PRETRATAMIENTO; EN EL(LA) BOTADERO DE RESIDUOS SÓLIDOS EN EL CENTRO POBLADO YURIMAGUAS, DISTRIT",PE-CONSUCODE-1490,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,2026-07-21T20:52:00-05:00,Concurso Público Abreviado,services,services,166320.0,PEN,Soles,166320.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,2026-07-22T00:01:00-05:00,2026-07-30T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,11
