ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1240957,ocds-dgv273-seacev3-1240957-2026-09-18T10:22:45.879096-05:00,compiled,2026-09-18T10:22:45.879083-05:00,ocds-dgv273-seacev3-1240957,2026-09-18T10:22:45.879102-05:00,tender,PE-CONSUCODE-1691,MUNICIPALIDAD DISTRITAL DE PISACOMA,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN ALTA SUR 1 DEL   DISTRITO DE PISACOMA DE LA PROVINCIA DE CHUCUITO DEL DEPARTAMENTO DE PUNO,2716174,1240957,LP-ABR-4-2026-MDP/CS-1,"ADQUISICION DE MALLA GANADERA DE 9 HILOS, POSTE DE FIERRO TIPO T Y ESQUINEROS PARA EL PROYECTO: ¿MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN ALTA SUR 1 DEL DISTRITO DE PISACOMA, DE LA PROVINCIA DE CHUCUITO, DEL DEPARTAMENTO DE PUNO¿ CON CUI N° 2716174",PE-CONSUCODE-1691,MUNICIPALIDAD DISTRITAL DE PISACOMA,2026-07-31T23:10:00-05:00,Licitación Pública Abreviada,goods,goods,399996.0,PEN,Soles,399996.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,399996.0,PEN,Soles,12
ocds-dgv273-seacev3-1237708,ocds-dgv273-seacev3-1237708-2026-09-18T10:22:45.835233-05:00,compiled,2026-09-18T10:22:45.835219-05:00,ocds-dgv273-seacev3-1237708,2026-09-18T10:22:45.835238-05:00,tender,PE-CONSUCODE-820,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA POBLACION RURAL Y VULNERABLE A TRAVES DEL FORTALECIMIENTO DE CAPACIDADES PRODUCTIVAS Y DE SALUBRIDAD EN LA CUENCA DE CHIRUMBIA DEL   DISTRITO DE QUELLOUNO DE LA PROVINCIA DE LA CONVENCION DEL DEPARTAMENTO DE CUSCO,2621703,1237708,LP-ABR-11-2026-C-MDQ/LC-1,ADQUISICION DE REFRIGERADORAS ELECTRICAS PARA EL PROYECTO (040): MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA POBLACION RURAL Y VULNERABLE A TRAVES DEL FORTALECIMIENTO DE CAPACIDADES PRODUCTIVAS Y DE SALUBRIDAD EN LA CUENCA DE CHIRUMBIA DEL DISTRITO DE QUELLOUNO DE LA PROVIN,PE-CONSUCODE-820,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,2026-07-31T17:29:00-05:00,Licitación Pública Abreviada,goods,goods,380000.0,PEN,Soles,380000.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,24
ocds-dgv273-seacev3-1232307,ocds-dgv273-seacev3-1232307-2026-09-18T10:22:45.444608-05:00,compiled,2026-09-18T10:22:45.444594-05:00,ocds-dgv273-seacev3-1232307,2026-09-18T10:22:45.444613-05:00,tender,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 316   DISTRITO DE AHUAC DE LA PROVINCIA DE CHUPACA DEL DEPARTAMENTO DE JUNIN,2692502,1232307,CP-ABR-47-2026-GRJ-1,CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARALA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 316 DISTRITO DE AHUAC DE LA PROVINCIA DE CHUPACA DEL DEPARTAMENTO DE JUNIN,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,2026-07-09T21:57:00-05:00,Concurso Público Abreviado,services,services,429800.0,PEN,Soles,429800.0,2026-07-09T00:00:00-05:00,2026-07-09T00:00:00-05:00,2026-07-10T00:01:00-05:00,2026-07-14T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,429800.0,PEN,Soles,15
ocds-dgv273-seacev3-1234462,ocds-dgv273-seacev3-1234462-2026-09-18T10:22:45.388015-05:00,compiled,2026-09-18T10:22:45.388002-05:00,ocds-dgv273-seacev3-1234462,2026-09-18T10:22:45.388021-05:00,tender,PE-CONSUCODE-1711,MUNICIPALIDAD DISTRITAL DE SANTA LUCIA - LAMPA,Fondos Públicos,"REPARACION DE VIAS VECINALES; EN EL(LA) EN LAS COMUNIDADES DE PINAYA, ATECATA, COLINE, ORDUÑA, CAYCO, CAYACHIRA Y ANDAMARCA,  DISTRITO DE SANTA LUCIA, PROVINCIA LAMPA, DEPARTAMENTO PUNO",2727153,1234462,SIE-SIE-3-2026-MDSL/OC-1,"ADQUISICIÓN DE DIESEL B5 S-50 PARA LA OBRA DENOMINADO: REPARACIÓN DE REPARACIÓN DE VÍAS VECINALES; EN EL(LA) EN LAS COMUNIDADES DE PINAYA, ATECATA, COLINE, ORDUÑA, CAYCO Y ANDAMARCA, DISTRITO DE SANTA LUCIA, PROVINCIA LAMPA, DEPARTAMENTO PUNO, CON CUI Nº 2727153.",PE-CONSUCODE-1711,MUNICIPALIDAD DISTRITAL DE SANTA LUCIA - LAMPA,2026-07-16T14:13:00-05:00,Subasta Inversa Electrónica,goods,goods,94000.0,PEN,Soles,94000.0,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,94000.0,PEN,Soles,2
ocds-dgv273-seacev3-1233014,ocds-dgv273-seacev3-1233014-2026-09-18T10:22:45.356145-05:00,compiled,2026-09-18T10:22:45.356132-05:00,ocds-dgv273-seacev3-1233014,2026-09-18T10:22:45.356151-05:00,tender,PE-CONSUCODE-2347,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.,Fondos Públicos,,,1233014,LP-ABR-6-2026-EMAPA-SM-SA/OC-1,ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL (EPP) PARA LOS COLABORADORES DE LA EPS EMAPA SAN MARTIN S.A / PERIODO 2026,PE-CONSUCODE-2347,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.,2026-07-10T18:40:00-05:00,Licitación Pública Abreviada,goods,goods,53760.4,PEN,Soles,53760.4,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-15T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,39
ocds-dgv273-seacev3-2026-2000-23,ocds-dgv273-seacev3-2026-2000-23-2026-09-18T10:22:45.242980-05:00,compiled,2026-09-18T10:22:45.242967-05:00,ocds-dgv273-seacev3-2026-2000-23,2026-09-18T10:22:45.242986-05:00,tender,PE-CONSUCODE-2000,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,Fondos Públicos,,,1231828,CP SER-SM-47-2026-SUNAT/8B7200-1,SERVICIO DE SUSCRIPCIÓN A IBM CLOUD PARA MANTENER EN FUNCIONAMIENTO EL ASISTENTE VIRTUAL SOFIA,PE-CONSUCODE-2000,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,2026-07-07T20:51:00-05:00,Concurso Público de Servicios,services,services,982705.08,PEN,Soles,982705.08,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-16T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,3
ocds-dgv273-seacev3-2026-10189-15,ocds-dgv273-seacev3-2026-10189-15-2026-09-18T10:22:45.236570-05:00,compiled,2026-09-18T10:22:45.236556-05:00,ocds-dgv273-seacev3-2026-10189-15,2026-09-18T10:22:45.236576-05:00,tender,PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,Fondos Públicos,,,1230806,CP SER-SM-24-2026-MINEDU/UE 026.-1,SERVICIO DE CONECTIVIDAD A INTERNET PARA LOS LOCALES EDUCATIVOS DE LIMA METROPOLITANA Y CALLAO,PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,2026-07-07T09:35:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-16T23:59:00-05:00,8,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1232884,ocds-dgv273-seacev3-1232884-2026-09-18T10:22:45.069016-05:00,compiled,2026-09-18T10:22:45.069001-05:00,ocds-dgv273-seacev3-1232884,2026-09-18T10:22:45.069022-05:00,tender,PE-CONSUCODE-203086,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,Fondos Públicos,,,1232884,LP-ABR-3-2026-HEVES-MINSA-1,REQUERIMIENTO ANUAL DEL DISPOSITIVO MEDICO - EQUIPO MICROGOTERO CON CAMARA GRADUADA 100 ML PARA LOS PACIENTES DEL HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR PARA EL PERIODO DE DOCE (12 ) MESES,PE-CONSUCODE-203086,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,2026-07-10T12:19:00-05:00,Licitación Pública Abreviada,goods,goods,187600.0,PEN,Soles,187600.0,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-15T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,20
ocds-dgv273-seacev3-1232809,ocds-dgv273-seacev3-1232809-2026-09-18T10:22:45.054541-05:00,compiled,2026-09-18T10:22:45.054526-05:00,ocds-dgv273-seacev3-1232809,2026-09-18T10:22:45.054546-05:00,tender,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,Fondos Públicos,,,1232809,DIRECTA-DIRECTA-24-2026-INEN-1,ADQUISICIÓN DE DISECTOR DESCARTABLE PUNTA MANDÍBULA CURVA REVESTIDA 7 MM PARA LAS UNIDADES ELECTROQUIRÚRGICAS DE LA MARCA COVIDIEN ¿ MODELOS VALLEYLAB FX8 Y FT10 O EQUIVALENTE,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,2026-07-10T11:05:00-05:00,Contratación Directa,goods,goods,1480227.4,PEN,Soles,1480227.4,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,1480227.4,PEN,Soles,1
ocds-dgv273-seacev3-1230363,ocds-dgv273-seacev3-1230363-2026-09-18T10:22:44.985329-05:00,compiled,2026-09-18T10:22:44.985314-05:00,ocds-dgv273-seacev3-1230363,2026-09-18T10:22:44.985335-05:00,tender,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE TRÁNSITO PEATONAL INTERURBANO O RURAL EN LOS CAMINOS DE HERRADURA EN LOS CASERIOS JUPROG Y CHIPTA DE CENTRO POBLADO DE SAN PEDRO DE CARASH DEL   DISTRITO DE SAN MARCOS DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH,2679961,1230363,CP-ABR-101-2026-MDSM/CS-1,CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA MEJORAMIENTO DEL SERVICIO DE TRÁNSITO PEATONAL INTERURBANO O RURAL EN LOS CAMINOS DE HERRADURA EN LOS CASERIOS JUPROG Y CHIPTA DE CENTRO POBLADO DE SAN PEDRO DE CARASH DEL DISTRITO DE SAN MARCOS DE LA PROVINCIA DE HUARI,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-07-01T22:48:00-05:00,Concurso Público Abreviado,services,services,245451.8,PEN,Soles,245451.8,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,2026-07-02T00:01:00-05:00,2026-07-06T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1231574,ocds-dgv273-seacev3-1231574-2026-09-18T10:22:44.914989-05:00,compiled,2026-09-18T10:22:44.914973-05:00,ocds-dgv273-seacev3-1231574,2026-09-18T10:22:44.914994-05:00,tender,PE-CONSUCODE-914,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO EN LOS SECTORES DE CHANCHAYLLO - SAN JOSE Y CHINCHI LOCALIDADES DE HUARIBAMBA Y AYACANCHA DEL DISTRITO DE HUARIBAMBA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA,2490750,1231574,LP-SM-1-2026-MDH/CS-1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:\nMEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO EN LOS SECTORES DE CHANCHAYLLO - SAN JOSE Y CHINCHI LOCALIDADES DE HUARIBAMBA Y AYACANCHA DEL DISTRITO DE HUARIBAMBA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA,PE-CONSUCODE-914,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,2026-07-07T22:46:00-05:00,Licitación Pública,works,works,12854322.74,PEN,Soles,12854322.74,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-17T23:59:00-05:00,9,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,12854322.74,PEN,Soles,9
ocds-dgv273-seacev3-1230780,ocds-dgv273-seacev3-1230780-2026-09-18T10:22:44.905765-05:00,compiled,2026-09-18T10:22:44.905749-05:00,ocds-dgv273-seacev3-1230780,2026-09-18T10:22:44.905770-05:00,tender,PE-CONSUCODE-238,MUNICIPALIDAD DISTRITAL DE CASCA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE HUALLHUA   DISTRITO DE CASCA DE LA PROVINCIA DE MARISCAL LUZURIAGA DEL DEPARTAMENTO DE ANCASH,2716758,1230780,CP-ABR-2-2026-MDC/CS-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO ¿MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE HUALLHUA DISTRIT,PE-CONSUCODE-238,MUNICIPALIDAD DISTRITAL DE CASCA,2026-07-06T20:18:00-05:00,Concurso Público Abreviado,services,services,190522.8,PEN,Soles,190522.8,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,2026-07-07T00:01:00-05:00,2026-07-09T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1230051,ocds-dgv273-seacev3-1230051-2026-09-18T10:22:44.888942-05:00,compiled,2026-09-18T10:22:44.888925-05:00,ocds-dgv273-seacev3-1230051,2026-09-18T10:22:44.888948-05:00,tender,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,Fondos Públicos,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN 7 UNIDADES PRODUCTORAS  7 CENTROS POBLADOS  DISTRITO DE EL TAMBO DE LA PROVINCIA DE HUANCAYO DEL DEPARTAMENTO DE JUNIN,2597982,1230051,CP-ABR-43-2026-GRJ--1,SERVICIO DE SEÑALIZACION HORIZONTAL Y VERTICAL A TODO COSTO PARA EL PROYECTO: ¿CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN 7 UNIDADES PRODUCTORAS 7 CENTROS POBLADOS DISTRITO DE EL TAMBO DE LA PROVINCIA DE HUANCAYO DEL DEPARTAMENTO DE JUNIN¿ CON CUI N° 2597982.,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,2026-07-01T13:14:00-05:00,Concurso Público Abreviado,services,services,96110.0,PEN,Soles,96110.0,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,2026-07-02T00:01:00-05:00,2026-07-06T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,192220.0,PEN,Soles,10
ocds-dgv273-seacev3-1251232,ocds-dgv273-seacev3-1251232-2026-09-18T10:22:40.842284-05:00,compiled,2026-09-18T10:22:40.842272-05:00,ocds-dgv273-seacev3-1251232,2026-09-18T10:22:40.842290-05:00,tender,PE-CONSUCODE-1805,MUNICIPALIDAD DISTRITAL DE SAUCE,Fondos Públicos,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DEL JR. SAN MARTIN CUADRAS: 01, 02, 03, 04, 05, 06, 07, 10, 11, 12, 13; 15, 16, 17, DE LA LOCALIDAD DE SAUCE DEL DISTRITO DE SAUCE - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN",2500292,1251232,CP-ABR-1-2026-MDS/C-1,"Consultoría de Obra para la Supervisión de Obra: ¿MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DEL JR. SAN MARTIN CUADRAS: 01, 02, 03, 04, 05, 06, 07, 10, 11, 12, 13; 15, 16, 17, DE LA LOCALIDAD DE SAUCE DEL DISTRITO DE SAUCE - PROVINCIA DE SAN MARTIN - DEPARTAMENTO",PE-CONSUCODE-1805,MUNICIPALIDAD DISTRITAL DE SAUCE,2026-07-10T16:37:00-05:00,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-15T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1245486,ocds-dgv273-seacev3-1245486-2026-09-18T10:22:40.725298-05:00,compiled,2026-09-18T10:22:40.725286-05:00,ocds-dgv273-seacev3-1245486,2026-09-18T10:22:40.725304-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,,,1245486,RES-PROC-217-2026-JNE-1,Sistema Integral de Video vigilancia para la seguridad de las sedes del Jurado Nacional de Elecciones (JNE) y Oficinas Desconcentradas - II ITEMS,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-09-03T14:35:00-05:00,Regímen Especial,goods,goods,800000.0,PEN,Soles,800000.0,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-13T08:30:00-05:00,2026-07-13T17:30:00-05:00,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,3
ocds-dgv273-seacev3-1234710,ocds-dgv273-seacev3-1234710-2026-09-18T10:22:40.690858-05:00,compiled,2026-09-18T10:22:40.690845-05:00,ocds-dgv273-seacev3-1234710,2026-09-18T10:22:40.690864-05:00,tender,PE-CONSUCODE-10008,HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,Fondos Públicos,,,1234710,LP-ABR-3-2026-HCLLH/CS-1,"""ADQUISICION DE REACTIVOS DE BIOQUIMA CON EQUIPOS EN CESIO DE USO PARA EL DEPARTAMENTO DE PATOLOGIA CLINICA Y ANATOMIA PATOLOGICA DEL HCLLH""",PE-CONSUCODE-10008,HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,2026-07-16T18:52:00-05:00,Licitación Pública Abreviada,goods,goods,1148563.1,PEN,Soles,1148563.1,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-07-22T23:59:00-05:00,5,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,11
ocds-dgv273-seacev3-1237845,ocds-dgv273-seacev3-1237845-2026-09-18T10:22:40.631344-05:00,compiled,2026-09-18T10:22:40.631331-05:00,ocds-dgv273-seacev3-1237845,2026-09-18T10:22:40.631349-05:00,tender,PE-CONSUCODE-1731,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,Fondos Públicos,,,1237845,LP-ABR-25-2025-MPSR-J-3,"ADQUISICIÓN DE LECHE EVAPORADA ENTERA PARA BRINDAR ASISTENCIA ALIMENTARIA A PACIENTES CON TUBERCULOSIS DEL PROGRAMA DE ALIMENTACIÓN Y NUTRICIÓN DIRIGIDO A PACIENTES CON TUBERCULOSIS Y FAMILIA PAN - TBC DE LA MUNICIPALIDAD PROVINCIAL DE SAN ROMÁN ¿ JULIACA, PERIODO 2026",PE-CONSUCODE-1731,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,2026-07-31T18:39:00-05:00,Licitación Pública Abreviada,goods,goods,63960.0,PEN,Soles,63960.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,63960.0,PEN,Soles,11
ocds-dgv273-seacev3-1237796,ocds-dgv273-seacev3-1237796-2026-09-18T10:22:40.613791-05:00,compiled,2026-09-18T10:22:40.613778-05:00,ocds-dgv273-seacev3-1237796,2026-09-18T10:22:40.613796-05:00,tender,PE-CONSUCODE-1983,INSTITUTO TECNOLOGICO DE LA PRODUCCION,Fondos Públicos,,,1237796,CP-ABR-3-2026-ITP-2,CONTRATACIÓN DEL SERVICIO DE TRANSPORTE Y TRASLADO DE PERSONAL PARA EL CITE AGROINDUSTRIAL CHAVIMOCHIC EN EL MARCO DE LA LEY GENERAL DE CONTRATACIONES PÚBLICAS (LEY N° 32069 Y SU REGLAMENTO),PE-CONSUCODE-1983,INSTITUTO TECNOLOGICO DE LA PRODUCCION,2026-07-31T17:42:00-05:00,Concurso Público Abreviado,services,services,398400.0,PEN,Soles,398400.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,731562.0,PEN,Soles,11
ocds-dgv273-seacev3-1234996,ocds-dgv273-seacev3-1234996-2026-09-18T10:22:40.607441-05:00,compiled,2026-09-18T10:22:40.607428-05:00,ocds-dgv273-seacev3-1234996,2026-09-18T10:22:40.607446-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,1234996,LP-ABR-5-2026-ESSALUD/RAJUNIN-1,ADQUISICIÓN DE REACTIVOS DE INMUNOLOGIA POR LA METODOLOGIA DE TURBIDIMETRIA PARA EL SERVICIO DE \nPATOLOGIA DEL HNRPP,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-07-30T17:52:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-30T00:00:00-05:00,2026-07-30T00:00:00-05:00,2026-07-31T00:01:00-05:00,2026-08-04T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1231557,ocds-dgv273-seacev3-1231557-2026-09-18T10:22:40.529930-05:00,compiled,2026-09-18T10:22:40.529917-05:00,ocds-dgv273-seacev3-1231557,2026-09-18T10:22:40.529935-05:00,tender,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA Y SERVICIO DE EDUCACION PRIMARIA EN I.E. LUIS CARRANZA  DE CENTRO POBLADO AYACUCHO DISTRITO DE AYACUCHO DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE AYACUCHO,2705271,1231557,CP CON-SM-20-2026-GRA-SEDECENTRAL-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO ¿MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA Y SERVICIO DE EDUCACIÓN PRIMARIA EN I.E. LUIS CARRANZA DE CENTRO POBLADO AYACUCHO DISTRITO DE AYACUCHO DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE A,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-07-06T20:44:00-05:00,Concurso Público para Consultoría,services,services,570000.0,PEN,Soles,570000.0,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,2026-07-07T00:01:00-05:00,2026-07-15T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,33
